,Name,Notes,category
1899,M Parfum Extrait,"['bergamot', 'lemon', 'rose', 'jasmin', 'cinnamon', 'patchouli', 'moss', 'cistus', 'vetiver', 'vanilla', 'leather', 'musk']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1900,1 Parfum Extrait,"['fresh tangerine blossom', 'cassis', 'neroli bigarade', 'magnolia', 'rose wardia', 'jasmine', 'natural mimosa', 'sweet amber', 'vetiver', 'white musk']","WHITE FLOWERS,WOODS MOSSES,FLOWERS"
1901,Vanille Insensee Cologne Absolue,"['lime', 'cedrat', 'coriander', 'jasmine', 'vetiver', 'oak moss', 'madagascar vanilla', 'oak wood', 'amber']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,MUSK AMBER ANIMALIC"
1902,Knize Ten Golden Edition Eau de Toilette,"['petitgrain', 'orange', 'rosemary', 'bergamot', 'lemon', 'cedarwood', 'sandalwood', 'geranium', 'iris', 'rose', 'carnation', 'cinnamon', 'leather', 'ambergris', 'musk', 'moss', 'vanilla', 'castoreum']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1903,Two Eau de Toilette,"['bergamot', 'lemon', 'petitgrain', 'green notes', 'galbanum', 'iris', 'violet', 'jasmine', 'carnation', 'rose', 'aldehydes', 'cedarwood', 'sandalwood', 'moss', 'tonka bean', 'musk', 'ambergris']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,NATURAL SYNTHETIC POPULAR WEIRD,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1905,Mediterraneo Eau de Parfum,"['citric notes', 'lemon leaves', 'green tea']",GREENS HERBS FOUGERES
1906,Ligea La Sirena Eau de Parfum,"['tangerine', 'rose', 'powdery notes']","NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,FLOWERS"
1907,Fiori di Capri Eau de Parfum,"['carnation', 'lily of the valley', 'ylang-ylang', 'oakmoss', 'ambergris', 'sandalwood']","WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
1908,Aria di Capri Eau de Parfum,"['peach', 'fruity notes', 'mimosa', 'iris', 'jasmine', 'bay laurel']","WHITE FLOWERS,FRUITS VEGETABLES NUTS,FLOWERS"
1909,Via Camerelle Eau de Parfum,"['lemon', 'bitter orange', 'marine notes', 'musk', 'cedarwood']","WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
1910,Carthusia Uomo Eau de Parfum,"['citrus', 'cedar', 'kelp', 'cashmere', 'notes of sea air and essences of fruit']","WOODS MOSSES,CITRUS"
1911,Numero Uno Eau de Parfum,"['bergamot', 'sicilian orange', 'lavender', 'thyme', 'eucalyptus', 'violet', 'ylang-ylang', 'patchouli', 'vetiver', 'myrrh and white musk']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS,FLOWERS"
1912,Corallium Eau de Parfum,"['bay laurel', 'myrrh', 'tangerine', 'bergamot', 'patchouly', 'cedar', 'sage', 'musk', 'sedum']","WOODS MOSSES,CITRUS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1913,1681 Eau de Parfum,"['tangerine', 'bergamot', 'coriander', 'thyme', 'rosemary', 'iris', 'neroli', 'lavender', 'petitgrain', 'black pepper', 'sandalwood', 'cedarwood', 'frankincense', 'ambergris', 'vanilla', 'musk']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1914,Craft Eau De Parfum,"['aldehydes', 'elemi', 'cold metal', 'ice', 'cedar wood', 'patchouli']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,RESINS BALSAMS"
1915,Smart Eau de Parfum,"['violet leaf', 'jasmine', 'sandalwood', 'vanilla', 'white musk', 'buckskin']","GREENS HERBS FOUGERES,SPICES,WOODS MOSSES,WHITE FLOWERS"
1916,XJ Richwood Eau de Parfum,"['mysore sandalwood', 'citrus accord', 'rose', 'patchouli']","WOODS MOSSES,FLOWERS"
1917,XJ Homme Eau de Parfum,"['mediterranean citrus', 'spices', 'leather', 'clove', 'lavender', 'lysilang', 'woods', 'vetiver']","SPICES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
1918,XJ Irisss Eau de Parfum,"['iris butter', 'carrot seed', 'rose absolute', 'ylang-ylang', 'rare woods', 'incense', 'musk']","RESINS BALSAMS,FLOWERS,MUSK AMBER ANIMALIC"
1919,Aventus Eau de Parfum,"['bergamot', 'blackcurrant leaves', 'apple', 'pineapple', 'pinkberries', 'birch', 'patchouli', 'jasmine', 'musk', 'oakmoss', 'ambergris', 'vanilla']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,MUSK AMBER ANIMALIC"
1920,Knize Ten Eau de Toilette,"['lemon', 'bergamot', 'orange', 'petitgrain', 'rosemary', 'geranium', 'rose', 'cedar', 'orris', 'carnation', 'cinnamon', 'orange blossom', 'sandalwood', 'leather', 'musk', 'moss', 'patchouli', 'ambergris', 'castoreum and vanilla.']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1921,De Bachmakov Eau de Parfum,"['cedar wood', 'bergamot', 'shiso leaves', 'nutmeg', 'coriander leaves', 'white freesia', 'soft chalk accord']","SPICES,CITRUS"
1923,Sartorial Eau de Toilette,"['aldehydes', 'ozonic effect', 'metallic effect', 'violet leaf', 'neroli', 'cardamom', 'black pepper', 'fresh ginger', 'beeswax', 'cyclamen', 'linden blossom', 'lavender', 'leather', 'gurjum wood', 'patchouli', 'myrrh', 'cedar wood', 'tonka bean', 'oakmoss', 'white musk', 'honey effect', 'old wood effect', 'vanilla', 'amber']","WOODS MOSSES,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1924,Memoir Man Eau de Parfum,"['basil', 'mint', 'frankincense', 'lavender', 'rose', 'oakmoss', 'leather', 'tobacco', 'absinth', 'wormwood', 'sandalwood', 'guaiac wood', 'vanilla', 'amber']","WOODS MOSSES,SPICES,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1925,Une Rose Vermeille Eau de Parfum,"['lemon', 'bergamot', 'lavender', 'rose', 'raspberry', 'violet', 'vanilla', 'sandalwood', 'tonka bean', 'ambergris']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1926,Cuir - Les Nombres d'Or Eau de Parfum,"['cardamom', 'absinth', 'leather', 'cade', 'resinoid opoponax', 'castoreum']","SPICES,MUSK AMBER ANIMALIC"
1927,Musc - Les Nombres d'Or Eau de Parfum,"['neroli', 'angelica', 'rose', 'heliotrope', 'absolu tonka bean', 'precious musks']","GREENS HERBS FOUGERES,CITRUS,FLOWERS"
1928,Les Nuits d'Izu Eau de Parfum,"['yuzu', 'rose japonica', 'jasmine', 'littoral moss', 'hinoki', 'musk']","CITRUS,WHITE FLOWERS,MUSK AMBER ANIMALIC"
1929,Violette in Love Eau de Toilette,"['italian lemon', 'blackcurrant bud absolute', 'raspberry', 'essence of turkish rose', 'a violet-iris accord', 'coriander essence', 'pink pepper', 'black pepper and musk.']","SPICES,FRUITS VEGETABLES NUTS"
1930,L'eau Mixte Eau Fraiche,"['blackcurrant-buds', 'peppermint', 'lemon from italy', 'cinnamon', 'rose from damask', 'jasmine', 'vetiver', 'oakmoss and cocktail of muscs']","SPICES,WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS"
1931,Uden Eau de Parfum,"['grapefruit', 'lemon', 'rum absolute', 'rose', 'sandalwood', 'gaiac wood', 'vanilla', 'coffee absolute', 'musk']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1932,Kobe Eau de Parfum,"['calabrese bergamot', 'florida orange', 'southern italian neroli', 'paraguayan petitgrain', 'rose wood', 'resins', 'oud wood', 'palisander', 'tonka', 'amber']","RESINS BALSAMS,MUSK AMBER ANIMALIC"
1933,Oranges and Lemons Say The Bells of St. Clements Eau de Parfum,"['oranges', 'lemons', 'bergamot', 'mandarine', 'neroli', 'petitgrain', 'earl grey tea', 'ylang ylang', 'vetiver']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS,FLOWERS"
1934,Ginger Ciao Eau de Parfum,"['black coconut', 'night queen', 'tiger lily', 'neroli', 'ylang ylang', 'ginger', 'basil']","GREENS HERBS FOUGERES,SPICES,CITRUS,FLOWERS"
1935,Bois Naufrage Eau de Toilette,"['fig tree', 'ambergris', 'fleur de sel accord (vetiver oil fraction', 'orris absolute', 'mint', 'neroli oil', 'hedione)']","GREENS HERBS FOUGERES,WOODS MOSSES,MUSK AMBER ANIMALIC"
1936,Vetyverio Eau de Toilette,"['mandarin orange', 'grapefruit', 'lemon', 'bergamot', 'vetiver', 'carrot seed', 'apricot', 'nutmeg', 'clove', 'ylang ylang', 'turkish rose', 'geranium', 'cedarwood', 'musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1937,Orange Sanguine Cologne Absolue,"['blood orange', 'bitter orange', 'jasmine', 'geranium from south africa', 'amber woods', 'tonka beans', 'sandalwood']","WOODS MOSSES,CITRUS,WHITE FLOWERS"
1938,Grand Neroli Cologne Absolue,"['moroccan neroli', 'lemon', 'sicilian bergamot', 'petitgrain', 'persian galbanum', 'moss', 'birch leaves', 'clean musk', 'white amber', 'vanilla from madagascar']",CITRUS
1939,Oolang Infini Cologne Absolue,"['bergamot', 'tunisian neroli', 'oolang tea', 'jasmine petals', 'blond leather', 'tobacco flower', 'gaiac wood', 'haitian vetiver']",CITRUS
1940,Bois Blonds Cologne Absolue,"['tunisian neroli', 'pink pepper', 'moroccan orange flower', 'incense', 'light wood', 'musk', 'haitian vetiver']","SPICES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1941,Orange Star Eau de Parfum,"['clementine', 'red mandarine', 'lemongrass essential oil', 'orange flower', 'violet flower', 'ambergris', 'vanilla', 'patchouli', 'ambreine']","WOODS MOSSES,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,MUSK AMBER ANIMALIC"
1942,Gardenia Petale Eau de Parfum,"['green notes', 'citrus notes', 'lily of the valley', 'jasmine', 'and gardenia']","GREENS HERBS FOUGERES,WHITE FLOWERS,FLOWERS"
1943,Orchidee Vanille Eau de Parfum,"['mandarin orange', 'litchi', 'bitter almond', 'dark chocolate', 'bulgarian rose', 'violet', 'vanilla pod', 'cedar', 'tonka', 'and white musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,SWEETS GOURMAND,CITRUS,FLOWERS"
1944,01 Nomad Eau de Parfum,"['juniper berries', 'himalayan cedarwood', 'bergamot', 'palmarosa', 'black pepper', 'heliotrope', 'tonka bean', 'west indian sandalwood', 'grey musk']","GREENS HERBS FOUGERES,SPICES,CITRUS,FLOWERS"
1945,02 Owari Eau de Parfum,"['owari mandarin', 'bergamot', 'grapefruit', 'cubeb pepper', 'amyris wood', 'neroli', 'cedarwood', 'amber', 'tonkin musk']","WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
1946,03 Century Eau de Parfum,"['silver birch', 'cypress', 'mint', 'vetiver', 'myrrh', 'patchouli', 'musk', 'oakmoss', 'amber']","GREENS HERBS FOUGERES,WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1947,Homme Eau de Parfum,"['grapefruit', 'cardamom', 'bergamot', 'cinnamon', 'thyme', 'cloves', 'patchouli', 'sandalwood', 'labdanum']","WOODS MOSSES,SPICES,CITRUS,GREENS HERBS FOUGERES,RESINS BALSAMS"
1948,Fleur Nocturne Eau de Parfum,"['mandarin', 'apricot tree flower', 'white peach', 'jasmine', 'gardenia', 'magnolia', 'solar notes', 'vanilla', 'patchouli']","WOODS MOSSES,WHITE FLOWERS,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS"
1949,Aqua Universalis Eau de Toilette,"['bergamot', 'sicilian lemon', 'lily of the valley', 'sweet mock orange', 'light and musky woods.']","CITRUS,FLOWERS"
1950,Lumiere Noire Pour Femme Eau de Parfum,"['cumin', 'pimiento', 'rose', 'narcissus and patchouli']","SPICES,FLOWERS"
1951,Lumiere Noire Pour Homme Eau de Toilette,"['cumin', 'artemisia', 'rose', 'cinnamon and patchouli']","GREENS HERBS FOUGERES,SPICES,FLOWERS"
1952,Intelligence & Fantasy Eau de Toilette,"['magnolia bud', 'bergamot', 'mandarin', 'schinus molle (pink peppercorn)', 'freesia', 'osmanthus', 'rose oil', 'hedione', 'tiarã© absolute', 'cedar', 'musk', 'sandalwood and cashmeran']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1953,Aquae Nobilis Eau de Parfum,"['geranium', 'vetiver', 'musk', 'absinth']","WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
1954,Al Oudh Eau de Parfum,"['cumin', 'cardamom', 'pink pepper', 'date', 'rose', 'neroli', 'incense', 'saffron', 'leather note', 'oud', 'atlas cedar', 'castoreum', 'civet', 'sandalwood', 'patchouli', 'myrrh', 'vanilla and tonka bean']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1955,Millesime Imperial Eau de Parfum ...,"['crisp fruit', 'sea salt', 'lemon', 'bergamot', 'mandarin', 'iris', 'musk', 'woody notes', 'marine notes']","CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1956,Love in White Eau de Parfum ...,"['orange zest from italy', 'florentine iris', 'daffodils from france', 'magnolia', 'bulgarian rose', 'tonkin rice', 'vanilla', 'ambergris', 'mysore sandalwood']","SPICES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
1957,Silver Mountain Water Eau de Parfum ...,"['bergamot', 'mandarin', 'neroli', 'green tea', 'blackcurrant bud', 'sandalwood', 'musk']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
1958,Virgin Island Water Eau de Parfum ...,"['sicilian white bergamot', 'jamaican lime', 'sicilian mandarin', 'hibiscus', 'ylang ylang', 'indian jasmine', 'tonkin musk', 'tropical wood']","GREENS HERBS FOUGERES,FRUITS VEGETABLES NUTS,FLOWERS"
1959,Acqua Fiorentina Eau de Parfum ...,"['greengage plum', 'apple', 'rose', 'white carnations', 'bergamot', 'lemon', 'virginia cedar', 'sandalwood', 'white grapefruit']","WOODS MOSSES,FRUITS VEGETABLES NUTS,FLOWERS,CITRUS"
1960,Green Irish Tweed Eau de Parfum ...,"['lemon', 'verbena from india', 'peppermint', 'violet leaves', 'florentine iris', 'sandalwood', 'ambergris']","WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
1961,Himalaya Eau de Parfum ...,"['bergamot', 'grapefruit', 'lemon', 'mandarin', 'pinkberries', 'nutmeg', 'cedarwood', 'sandalwood', 'vetiver', 'pepper', 'ambergris', 'musk', 'tonka bean']","SPICES,WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
1962,Patchouli Intense Eau de Parfum,"['lavender', 'turkish rose', 'geranium bourbon', 'frankincense', 'sandalwood', 'bay oil', 'cinnamon', 'patchouli', 'leather', 'amber', 'vanilla']","WOODS MOSSES,SPICES,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1963,Midnight Oud Eau de Parfum,"['moroccan rose', 'geranium', 'saffron', 'oud note', 'patchouli', 'sandalwood', 'amber', 'animalic musks']","SPICES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
1964,Fat Electrician Eau de Parfum,"['vetiver', 'vanilla bean', 'opoponax and myrrh']","SPICES,WOODS MOSSES"
1965,L'humaniste Eau de Parfum,"['citrus', 'bergamot', 'cardamom', 'bay berry', 'black pepper', 'juniper', 'nutmeg', 'thyme', 'peony', 'gin', 'oakmoss', 'tonka bean']","WOODS MOSSES,BEVERAGES,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES"
1966,Epic Woman Eau de Parfum,"['cumin', 'pink pepper', 'cinnamon', 'damascene rose', 'geranium', 'jasmine', 'tea', 'amber', 'musk', 'frankincense', 'oud', 'sandalwood', 'guaiac wood', 'patchouli', 'vanilla and orris.']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1967,Feminite du Bois Eau de Parfum,"['ginger', 'cinnamon', 'clove', 'plum', 'peach', 'orange blossom', 'violet', 'cedar', 'sandalwood', 'vanilla', 'benzoin']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,FLOWERS,RESINS BALSAMS"
1968,Wazamba Eau de Parfum,"['somalian incense', 'kenyan myrrh', 'ethiopian opoponax', 'indian sandalwood', 'moroccan cypress', 'labdanum', 'apple', 'fir balsam']","WOODS MOSSES,FRUITS VEGETABLES NUTS,RESINS BALSAMS"
1970,Tam Dao - Eau de Toilette,"['goa sandalwood', 'rosewood', 'cypress', 'ambergris']","WOODS MOSSES,MUSK AMBER ANIMALIC"
1971,L'eau Eau de Toilette,"['cinnamon', 'clove', 'geranium', 'sandalwood', 'rose']","SPICES,WOODS MOSSES,FLOWERS"
1972,Olene Eau de Toilette,"['wisteria', 'jasmine', 'narcissus', 'honeysuckle']","WHITE FLOWERS,FLOWERS"
1973,Oyedo Eau de Toilette,"['lemon', 'green mandarine', 'orange', 'tamarind', 'cedarwood']","SPICES,WOODS MOSSES,CITRUS"
1974,L'Ombre dans l'Eau - Eau de Toilette,['black currant leaves and bulgarian rose'],FLOWERS
1975,Do Son - Eau de Toilette,"['tuberose', 'orange tree leaves', 'rose berries', 'musk']","WHITE FLOWERS,MUSK AMBER ANIMALIC"
1976,Reflection Man Eau de Parfum,"['rosemary', 'red pepper berries', 'bitter orange leaves', 'neroli', 'orris', 'jasmine', 'ylang ylang', 'vetiver', 'patchouli', 'sandalwood', 'cedarwood.']","WOODS MOSSES,WHITE FLOWERS,CITRUS,FLOWERS,GREENS HERBS FOUGERES"
1977,Complex Eau de Parfum,"['sage', 'basil', 'violet', 'incense', 'leather', 'musk', 'oud']","GREENS HERBS FOUGERES,RESINS BALSAMS,FLOWERS,MUSK AMBER ANIMALIC"
1978,Nobara-Cha roll-on Perfume Oil,"['rose', 'sandalwood', 'amber']","WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
1979,Tom of Finland Eau de Parfum,"['aldehydes', 'citron', 'leaves', 'pine', 'pepper', 'cypress', 'galbanum', 'birch', 'vanilla', 'tonka bean', 'iris', 'vetiver', 'styrax', 'suede', 'musk', 'amber']","WOODS MOSSES,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1980,Putain des Palaces Eau de Parfum,"['rose absolute', 'violet', 'leather', 'lily of the valley', 'mandarin', 'ginger', 'rice powder', 'amber and animalic notes']","SPICES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,MUSK AMBER ANIMALIC"
1981,Secretions Magnifiques Eau de Parfum,"['iode accord', 'adrenaline accord', 'blood accord', 'milk accord', 'iris', 'coconut', 'sandalwood and opoponax']","FRUITS VEGETABLES NUTS,FLOWERS"
1982,Jasmin et Cigarette Eau de Parfum,"['jasmine absolute', 'tobacco', 'hay', 'apricot', 'tonka bean', 'turmeric', 'cedar', 'amber', 'musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1983,Yes I Do (formerly Don't Get Me Wrong Baby) Eau de Parfum,"['jasmine', 'aldehydes', 'lily of the valley', 'orange blossom', 'amber solar accord', 'patchouli', 'cacao', 'marshmallow.']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,WHITE FLOWERS,FLOWERS"
1984,Silver Man Eau de Parfum,"['plum', 'bergamot', 'mandarin', 'orange blossom', 'jasmine', 'rose', 'orchid', 'ylang-ylang', 'heliotrope', 'amber', 'musk', 'patchouli', 'sandalwood', 'vetiver', 'frankincense']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1985,Vepres Siciliennes Eau de Parfum,"['mandarin', 'grapefruit', 'peach', 'pepper', 'green leaves', 'cardamom', 'muguet', 'magnolia', 'jasmine', 'ylang ylang', 'rose', 'tuberose', 'heliotrope', 'osmanthus', 'raspberry', 'cloves', 'plum', 'coconut', 'musk', 'amber', 'oakmoss', 'cedarwood']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1986,Sublime Balkiss Eau de Parfum,"['bergamot', 'cassis', 'blackberries', 'rose', 'lily of the valley', 'violet leaf', 'lilac', 'patchouli fraction', 'patchouli essence', 'heather.']","GREENS HERBS FOUGERES,FRUITS VEGETABLES NUTS,CITRUS,FLOWERS"
1987,Nuit de Cellophane Eau de Parfum,"['green note', 'fruity note', 'jasmine', 'osmanthus', 'carnation', 'lily', 'muscs', 'almond', 'wood', 'honey']","FRUITS VEGETABLES NUTS,WHITE FLOWERS,SWEETS GOURMAND,FLOWERS,GREENS HERBS FOUGERES"
1988,Peche Cardinal Eau de Parfum,"['davana', 'peach', 'coconut', 'blackcurrant', 'tuberose', 'prune', 'lily', 'cedar', 'sandalwood', 'musc']","GREENS HERBS FOUGERES,WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS"
1989,Dia Woman Eau de Parfum,"['fig', 'cyclamen', 'bergamot', 'tarragon', 'sage', 'violet leaves', 'bush peach blossoms', 'rose oil', 'orange flower', 'peony', 'orris', 'white musk', 'incense', 'vanilla', 'heliotrope', 'cedarwood', 'sandalwood', 'gaiac wood']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS"
1990,Dia Man Eau de Parfum,"['cistus', 'bigarade', 'cardamon', 'frankincense', 'labdanum', 'peony', 'ylang ylang', 'orris', 'plum blossom', 'vetyver', 'leather', 'patchouli', 'amber and palisander']","WOODS MOSSES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1991,Gold Woman Eau de Parfum,"['frankincense', 'rock rose', 'lily of the valley', 'orris', 'jasmine', 'myrrh', 'musk', 'cedarwood', 'and sandalwood.']","WOODS MOSSES,WHITE FLOWERS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1992,Vanitas Eau de Parfum,"['vanilla', 'myrrh', 'orange flower', 'sandalwood']","SPICES,WOODS MOSSES,RESINS BALSAMS"
1993,Makassar (formerly Bois de Santal) Eau de Parfum,"['sandalwood of mysore', 'white chinese osmanthus', 'ambergris']",MUSK AMBER ANIMALIC
1994,Felanilla Eau de Parfum,"['vanilla absolute', 'saffron', 'orris', 'banana wood', 'hay absolute', 'amber']","SPICES,MUSK AMBER ANIMALIC"
1995,Drama Nuui Eau de Parfum,"['petit grain', 'absinthe', 'jasmine', 'spices', 'guaiac wood', 'sandalwood', 'musk.']","BEVERAGES,WOODS MOSSES,WHITE FLOWERS"
1996,Chergui Eau de Parfum,"['honey', 'musk', 'incense', 'tobacco leaf', 'hay sugar', 'amber', 'iris', 'rose and sandalwood']","FLOWERS,RESINS BALSAMS,SWEETS GOURMAND,MUSK AMBER ANIMALIC"
1997,Jade Eau de Parfum,"['green tea', 'star anise', 'mint', 'cardamom', 'iris', 'jasmine', 'chinese cinnamon', 'amber', 'patchouli', 'vetiver', 'moss', 'musk', 'immortale', 'mathã©']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1998,Jus d'Amour - Eau de Parfum,"['coco palm', 'aqualeaf accord', 'night-blooming jasmine', 'violet', 'tahitian vanilla', 'sandalwood', 'cashmere woods']","SPICES,WOODS MOSSES,FLOWERS"
1999,Jus d'Amour - Perfume oil Perfume Oil,"['coco palm', 'aqualeaf accord', 'night-blooming jasmine', 'violet', 'tahitian vanilla', 'sandalwood', 'cashmere woods']","SPICES,WOODS MOSSES,FLOWERS"
2000,Monyette Paris Eau de Parfum Spray,"['tahitian gardenia', 'french muguet du bois', 'hints of island vanilla orchid']",SPICES
2001,Lyric for Women Eau de Parfum,"['bergamot', 'spicy cardamom', 'cinnamon', 'ginger', 'rose', 'angelica', 'jasmine', 'ylang-ylang', 'geranium', 'orris', 'oakmoss', 'musk', 'wood', 'patchouli', 'vetiver', 'sandalwood', 'vanilla', 'tonka bean', 'frankincense']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2002,Lyric for Men Eau de Parfum,"['bergamot', 'lime', 'rose', 'angelica', 'orange blossom', 'green galbanum', 'spicy ginger', 'nutmeg', 'saffron', 'pine', 'sandalwood', 'vanilla', 'musk', 'frankincense']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2003,Blenheim Bouquet Eau de Toilette,"['lemon', 'lime and lavender', 'pine', 'musk and black pepper']",CITRUS
2004,Quercus Cologne,"['lemon', 'lime', 'mandarin', 'bergamot', 'jasmine', 'lily of the valley', 'cardamom', 'oakmoss', 'sandalwood', 'galbanum', 'musk', 'amber']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
2005,Artemisia Eau de Parfum,"['nectarine and green foliage', 'green apple', 'lily of the valley', 'jasmine tea', 'violet and vanilla', 'oakmoss', 'sandalwood', 'musk', 'amber and vanilla']","BEVERAGES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
2006,Opus 1870 Eau de Toilette,"['bourbon black pepper', 'yuzu fruit', 'coriander', 'english clove rose', 'cinnamon', 'incense', 'cedarwood', 'australian sandalwood', 'ciara wood', 'musk']","SPICES,WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2007,Endymion Cologne,"['bergamot', 'mandarin', 'lavender and sage geranium and coffee absolute', 'vetiver', 'nutmeg', 'black pepper', 'cardamom', 'musk', 'leather', 'sandalwood', 'incense', 'frankincense and myrrh']","WOODS MOSSES,SPICES,CITRUS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2008,Vetiver Dance Eau de Toilette,"['vetiver from java', 'grapefruit', 'black pepper', 'clary sage', 'rose absolute', 'lily of the valley', 'ambergris', 'cedar wood', 'tonka', 'cistus']","GREENS HERBS FOUGERES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
2009,Aziyade Eau de Parfum,"['pomegranate', 'crystallized date', 'almond', 'orange and prune', 'cardamom', 'cinnamon', 'ginger', 'egyptian cumin', 'carob', 'frankincense', 'vanilla', 'madagascar vanilla absolute', 'patchouli', 'musk', 'cistus']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2010,Neroli Eau de Parfum,"['orange blossom', 'wood of orange', 'myrrh']","RESINS BALSAMS,WHITE FLOWERS"
